  2.4522244e+001 -7.4480899e-002
  2.4769943e+001 -7.4480899e-002
  2.5017641e+001 -7.4480899e-002
  2.5265341e+001 -7.4480899e-002
  2.5513041e+001 -7.6922901e-002
  2.5760740e+001 -7.6922901e-002
  2.6008440e+001 -7.6922901e-002
  2.6256140e+001 -7.6922901e-002
  2.6503838e+001 -7.9364903e-002
  2.6751537e+001 -8.1806906e-002
  2.6999237e+001 -8.1806906e-002
  2.7246937e+001 -7.9364903e-002
  2.7494637e+001 -8.1806906e-002
  2.7742336e+001 -8.1806906e-002
  2.7990034e+001 -7.9364903e-002
  2.8237734e+001 -8.1806906e-002
  2.8485434e+001 -8.1806906e-002
  2.8733133e+001 -8.6690910e-002
  2.8980833e+001 -8.4248908e-002
  2.9228533e+001 -8.4248908e-002
  2.9476233e+001 -8.4248908e-002
  2.9723930e+001 -8.4248908e-002
  2.9971630e+001 -8.6690910e-002
  3.0219330e+001 -8.6690910e-002
  3.0467030e+001 -8.9132912e-002
  3.0714729e+001 -8.4248908e-002
  3.0962429e+001 -8.6690910e-002
  3.1210127e+001 -8.9132912e-002
  3.1457827e+001 -8.9132912e-002
  3.1705526e+001 -8.9132912e-002
  3.1953226e+001 -8.9132912e-002
  3.2200924e+001 -8.6690910e-002
  3.2448624e+001 -8.9132912e-002
  3.2696323e+001 -9.1574915e-002
  3.2944023e+001 -9.1574915e-002
  3.3191723e+001 -9.1574915e-002
  3.3439423e+001 -9.1574915e-002
  3.3687122e+001 -9.1574915e-002
  3.3934822e+001 -8.9132912e-002
  3.4182522e+001 -9.1574915e-002
  3.4430222e+001 -9.4016917e-002
  3.4677921e+001 -9.1574915e-002
  3.4925617e+001 -9.1574915e-002
  3.5173317e+001 -9.4016917e-002
  3.5421017e+001 -9.4016917e-002
  3.5668716e+001 -9.4016917e-002
  3.5916416e+001 -9.6458919e-002
  3.6164116e+001 -9.6458919e-002
  3.6411816e+001 -9.4016917e-002
  3.6659515e+001 -9.6458919e-002
  3.6907215e+001 -9.6458919e-002
  3.7154915e+001 -9.6458919e-002
  3.7402615e+001 -9.6458919e-002
  3.7650314e+001 -9.6458919e-002
  3.7898010e+001 -9.8900922e-002
  3.8145710e+001 -9.8900922e-002
  3.8393410e+001 -9.8900922e-002
  3.8641109e+001 -1.0134292e-001
  3.8888809e+001 -9.8900922e-002
  3.9136509e+001 -1.0134292e-001
  3.9384209e+001 -1.0134292e-001
  3.9631908e+001 -9.8900922e-002
  3.9879608e+001 -1.0378493e-001
  4.0127308e+001 -9.6458919e-002
  4.0375008e+001 -1.0378493e-001
  4.0622707e+001 -1.0134292e-001
  4.0870403e+001 -1.0134292e-001
  4.1118103e+001 -1.0378493e-001
  4.1365803e+001 -1.0378493e-001
  4.1613503e+001 -1.0622693e-001
  4.1861202e+001 -1.0622693e-001
  4.2108902e+001 -1.0622693e-001
  4.2356602e+001 -1.0622693e-001
  4.2604301e+001 -1.0866893e-001
  4.2852001e+001 -1.0622693e-001
  4.3099701e+001 -1.0622693e-001
  4.3347401e+001 -1.0622693e-001
  4.3595100e+001 -1.0622693e-001
  4.3842800e+001 -1.0866893e-001
  4.4090496e+001 -1.1355294e-001
  4.4338196e+001 -1.1111093e-001
  4.4585896e+001 -1.1111093e-001
  4.4833595e+001 -1.1355294e-001
  4.5081295e+001 -1.1111093e-001
  4.5328995e+001 -1.1111093e-001
  4.5576694e+001 -1.1111093e-001
  4.5824394e+001 -1.1599494e-001
  4.6072094e+001 -1.1599494e-001
  4.6319794e+001 -1.1355294e-001
  4.6567493e+001 -1.1599494e-001
  4.6815193e+001 -1.1599494e-001
  4.7062889e+001 -1.1599494e-001
  4.7310589e+001 -1.1599494e-001
  4.7558289e+001 -1.1599494e-001
  4.7805988e+001 -1.1843695e-001
  4.8053688e+001 -1.1599494e-001
  4.8301388e+001 -1.1843695e-001
  4.8549088e+001 -1.1843695e-001
  4.8796787e+001 -1.1843695e-001
  4.9044487e+001 -1.2087895e-001
  4.9292187e+001 -1.1843695e-001
