  0.0000000e+000  1.0463983e+000
  2.4769942e-001  1.0439563e+000
  4.9539885e-001  1.0415143e+000
  7.4309826e-001  1.0463983e+000
  9.9079770e-001  1.0439563e+000
  1.2384971e+000  1.0439563e+000
  1.4861965e+000  1.0488403e+000
  1.7338960e+000  1.0415143e+000
  1.9815954e+000  1.0415143e+000
  2.2292948e+000  1.0439563e+000
  2.4769943e+000  1.0463983e+000
  2.7246938e+000  1.0463983e+000
  2.9723930e+000  1.0439563e+000
  3.2200925e+000  1.0439563e+000
  3.4677920e+000  1.0390723e+000
  3.7154913e+000  1.0415143e+000
  3.9631908e+000  7.3382193e-001
  4.2108903e+000  4.5054963e-001
  4.4585896e+000  2.7716747e-001
  4.7062893e+000  2.1123339e-001
  4.9539886e+000  1.7460336e-001
  5.2016878e+000  1.5750934e-001
  5.4493876e+000  1.4529933e-001
  5.6970868e+000  1.3064732e-001
  5.9447861e+000  1.2087931e-001
  6.1924858e+000  1.1843730e-001
  6.4401851e+000  1.1111129e-001
  6.6878843e+000  1.0134328e-001
  6.9355841e+000  9.4017275e-002
  7.1832833e+000  8.6691268e-002
  7.4309826e+000  7.9365261e-002
  7.6786823e+000  7.4481256e-002
  7.9263816e+000  6.7155249e-002
  8.1740808e+000  6.2271245e-002
  8.4217806e+000  5.9829243e-002
  8.6694803e+000  5.4945234e-002
  8.9171791e+000  5.0061230e-002
  9.1648788e+000  4.5177225e-002
  9.4125786e+000  4.0293220e-002
  9.6602774e+000  4.0293220e-002
  9.9079771e+000  3.0525211e-002
  1.0155677e+001  2.8083207e-002
  1.0403376e+001  2.8083207e-002
  1.0651075e+001  2.5641205e-002
  1.0898775e+001  1.8315198e-002
  1.1146474e+001  1.5873196e-002
  1.1394174e+001  1.5873196e-002
  1.1641873e+001  1.0989190e-002
  1.1889572e+001  6.1051850e-003
  1.2137272e+001  3.6631820e-003
  1.2384972e+001  1.2211800e-003
  1.2632670e+001  1.2211800e-003
  1.2880370e+001 -3.6628250e-003
  1.3128070e+001 -8.5468300e-003
  1.3375769e+001 -8.5468300e-003
  1.3623468e+001 -1.0988832e-002
  1.3871168e+001 -1.8314840e-002
  1.4118867e+001 -1.5872838e-002
  1.4366567e+001 -1.8314840e-002
  1.4614266e+001 -2.3198845e-002
  1.4861965e+001 -2.3198845e-002
  1.5109665e+001 -2.3198845e-002
  1.5357365e+001 -2.8082851e-002
  1.5605063e+001 -2.8082851e-002
  1.5852763e+001 -2.8082851e-002
  1.6100462e+001 -3.5408858e-002
  1.6348162e+001 -3.2966856e-002
  1.6595861e+001 -3.7850861e-002
  1.6843561e+001 -4.0292863e-002
  1.7091261e+001 -3.7850861e-002
  1.7338961e+001 -4.5176867e-002
  1.7586658e+001 -4.5176867e-002
  1.7834358e+001 -4.2734865e-002
  1.8082058e+001 -4.7618870e-002
  1.8329758e+001 -4.7618870e-002
  1.8577457e+001 -5.0060872e-002
  1.8825157e+001 -5.0060872e-002
  1.9072855e+001 -5.2502874e-002
  1.9320555e+001 -5.2502874e-002
  1.9568254e+001 -5.2502874e-002
  1.9815954e+001 -5.7386883e-002
  2.0063654e+001 -5.4944877e-002
  2.0311354e+001 -5.7386883e-002
  2.0559052e+001 -5.7386883e-002
  2.0806751e+001 -5.9828885e-002
  2.1054451e+001 -6.2270887e-002
  2.1302151e+001 -6.4712889e-002
  2.1549850e+001 -6.4712889e-002
  2.1797550e+001 -6.4712889e-002
  2.2045248e+001 -6.4712889e-002
  2.2292948e+001 -6.7154892e-002
  2.2540648e+001 -6.7154892e-002
  2.2788347e+001 -6.7154892e-002
  2.3036047e+001 -6.9596894e-002
  2.3283747e+001 -7.2038896e-002
  2.3531445e+001 -7.2038896e-002
  2.3779144e+001 -6.9596894e-002
  2.4026844e+001 -7.2038896e-002
  2.4274544e+001 -7.2038896e-002
