0.054944467  3.842491150  0.001221180  
1.098900557  3.825397253  3.783883095  
2.142856598  3.844933271  3.786325216  
3.186812639  3.832723141  3.786325216  
4.230768681  3.840049267  3.786325216  
5.274724483  3.849817276  3.786325216  
6.318680763  3.827839136  3.786325216  
7.362636566  3.837607145  3.788767099  
8.406592369  3.842491150  3.786325216  
9.450549126  3.857143164  3.786325216  
10.494504929  3.852259159  3.786325216  
11.538460732  3.805861235  3.786325216  
12.582416534  3.825397253  3.786325216  
13.626373291  3.813187122  3.786325216  
14.670329094  3.808303118  3.786325216  
15.714284897  3.835165262  3.786325216  
16.758241653  3.844933271  3.786325216  
17.802196503  3.822955132  3.786325216  
18.846153259  3.852259159  3.788767099  
19.890110016  3.827839136  3.786325216  
20.934064865  3.788767099  3.786325216  
21.978021622  3.854701281  3.786325216  
23.021978378  3.859585285  3.786325216  
24.065933228  3.842491150  3.786325216  
25.109889984  3.822955132  3.786325216  
26.153844833  3.827839136  3.786325216  
27.197801590  3.820513248  3.786325216  
28.241758347  3.822955132  3.786325216  
29.285713196  3.822955132  3.786325216  
30.329669952  3.827839136  3.786325216  
31.373626709  3.837607145  3.786325216  
32.417583466  3.791209221  3.781441212  
33.461536407  3.822955132  3.786325216  
34.505493164  3.820513248  3.769231081  
35.549449921  3.793651104  3.786325216  
36.593406677  3.832723141  3.786325216  
37.637363434  3.805861235  3.786325216  
38.681316376  3.810745239  3.786325216  
39.725273132  3.808303118  3.786325216  
40.769229889  3.840049267  3.786325216  
41.813186646  3.818071127  3.786325216  
42.857143402  3.827839136  3.786325216  
43.901100159  3.854701281  3.786325216  
44.945053101  3.869353294  3.788767099  
45.989009857  3.805861235  3.786325216  
47.032966614  3.813187122  3.786325216  
48.076923370  3.796093225  3.786325216  
49.120880127  3.849817276  3.786325216  
50.164833069  3.820513248  5.000000477  
51.208789825  3.827839136  5.000000477  
52.252746582  3.837607145  5.000000477  
53.296703339  3.852259159  5.000000477  
54.340660095  3.842491150  5.000000477  
55.384613037  3.827839136  5.000000477  
56.428569794  3.854701281  5.000000477  
57.472526550  3.866911173  5.000000477  
58.516483307  3.857143164  5.000000477  
59.560440063  3.862027168  5.000000477  
60.604396820  3.891331196  3.786325216  
61.648349762  3.859585285  3.788767099  
62.692306519  3.918193340  3.788767099  
63.736263275  3.908425331  3.786325216  
64.780220032  3.913309336  3.788767099  
65.824172974  3.888889313  3.786325216  
66.868133545  3.918193340  3.788767099  
67.912086487  3.918193340  3.786325216  
68.956047058  3.886447191  3.786325216  
