  0.0000000e+000  3.0492300e+000  1.7874800e+000
  5.0000000e-001  3.0291500e+000  1.7818700e+000
  1.0000000e+000  3.0436200e+000  1.7818700e+000
  1.5000000e+000  3.0436200e+000  1.7818700e+000
  2.0000000e+000  3.0436200e+000  1.7818700e+000
  2.5000000e+000  3.0492300e+000  1.8022600e+000
  3.0000000e+000  3.0782700e+000  1.7874800e+000
  3.5000000e+000  3.3783100e+000  1.7874800e+000
  4.0000000e+000  3.6153600e+000  1.7874800e+000
  4.5000000e+000  3.6097500e+000  1.7818700e+000
  5.0000000e+000  3.5676600e+000  1.8025500e+000
  5.5000000e+000  3.5670900e+000  1.8469000e+000
  6.0000000e+000  3.5676600e+000  1.9074400e+000
  6.5000000e+000  3.5716200e+000  1.9553300e+000
  7.0000000e+000  3.5631300e+000  2.0278400e+000
  7.5000000e+000  3.5676600e+000  2.0774200e+000
  8.0000000e+000  3.5620600e+000  2.1193000e+000
  8.5000000e+000  3.5665100e+000  2.1561600e+000
  9.0000000e+000  3.5581000e+000  2.1971400e+000
  9.5000000e+000  3.5620600e+000  2.2158000e+000
  1.0000000e+001  3.5676600e+000  2.2376900e+000
  1.0500000e+001  3.5614800e+000  2.2644600e+000
  1.1000000e+001  3.5620600e+000  2.2978000e+000
  1.1500000e+001  3.5670900e+000  2.3529300e+000
  1.2000000e+001  3.5676600e+000  2.3700600e+000
  1.2500000e+001  3.5670900e+000  2.3864900e+000
  1.3000000e+001  3.5670900e+000  2.4202900e+000
  1.3500000e+001  3.5620600e+000  2.4320700e+000
  1.4000000e+001  3.5670900e+000  2.4372900e+000
  1.4500000e+001  3.5670900e+000  2.4372900e+000
  1.5000000e+001  3.5631300e+000  2.4516200e+000
  1.5500000e+001  3.5620600e+000  2.4491300e+000
  1.6000000e+001  3.5670900e+000  2.4543400e+000
  1.6500000e+001  3.5676600e+000  2.4376800e+000
  1.7000000e+001  3.5614800e+000  2.4316800e+000
  1.7500000e+001  3.5614800e+000  2.4316800e+000
  1.8000000e+001  3.5676600e+000  2.4547400e+000
  1.8500000e+001  3.5676600e+000  2.4547400e+000
  1.9000000e+001  3.5676600e+000  2.4547400e+000
  1.9500000e+001  3.5676600e+000  2.4547400e+000
  2.0000000e+001  3.5614800e+000  2.4487300e+000
  2.0500000e+001  3.5676600e+000  2.4718600e+000
  2.1000000e+001  3.5676600e+000  2.4547400e+000
  2.1500000e+001  3.5620600e+000  2.4662500e+000
  2.2000000e+001  3.5670900e+000  2.4714600e+000
  2.2500000e+001  3.5581000e+000  2.4635100e+000
  2.3000000e+001  3.5614800e+000  2.4658500e+000
  2.3500000e+001  3.5670900e+000  2.4714600e+000
  2.4000000e+001  3.5670900e+000  2.4714600e+000
  2.4500000e+001  3.5670900e+000  2.4543400e+000
  2.5000000e+001  3.5676600e+000  2.4718600e+000
  2.5500000e+001  3.5670900e+000  2.4714600e+000
  2.6000000e+001  3.5676600e+000  2.4547400e+000
  2.6500000e+001  3.5670900e+000  2.4714600e+000
  2.7000000e+001  3.5831300e+000  2.4714600e+000
  2.7500000e+001  3.5676600e+000  2.4718600e+000
  2.8000000e+001  3.5687200e+000  2.4743100e+000
  2.8500000e+001  3.5676600e+000  2.4718600e+000
  2.9000000e+001  3.5676600e+000  2.4718600e+000
