95 10 3 13 38 57 0 4.83632  3.19057  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 57 6 4.83554  3.19005  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 57 17 4.83632  3.20550  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 57 27 4.82184  3.19618  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 57 44 4.81701  3.20602  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 57 55 4.90341  3.21163  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 57 66 4.89781  3.22100  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 57 77 4.90262  3.21111  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 57 88 4.93782  3.20550  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 57 99 4.94423  3.22661  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 58 4 4.92299  3.22609  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 58 15 4.94343  3.21111  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 58 26 4.92299  3.21111  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 58 37 4.92299  3.21111  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 58 48 4.91193  3.20195  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 58 54 4.94343  3.21111  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 58 65 4.91738  3.20550  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 58 76 4.93862  3.22100  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 58 92 4.92299  3.21111  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 58 98 4.92379  3.21163  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 59 9 4.91738  3.20550  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 59 14 4.91738  3.20550  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 59 25 4.92299  3.21111  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 59 36 4.92299  3.22609  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 59 47 4.92299  3.21111  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 59 58 4.92299  3.21111  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 59 64 4.92299  3.22609  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 59 75 4.94263  3.21059  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 38 59 86 4.92299  3.22609  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 0 2 4.93782  3.22048  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 0 8 4.92379  3.24163  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 0 19 4.93782  3.23550  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 0 24 4.92379  3.24163  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 0 35 4.92299  3.25617  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 0 46 4.92299  3.27128  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 0 57 4.92379  3.25670  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 0 68 4.92299  3.27128  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 0 74 4.92299  3.27128  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 0 85 4.92379  3.28697  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 0 95 4.91738  3.29603  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 1 6 4.92299  3.28644  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 1 17 4.93862  3.29656  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 1 28 4.94423  3.30217  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 1 34 4.94263  3.30110  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 1 45 4.92299  3.30164  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 1 56 4.91818  3.29656  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 1 67 4.92379  3.30217  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 1 83 4.92299  3.30164  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 1 89 4.94343  3.30164  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 1 94 4.93862  3.29656  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 2 5 4.91738  3.29603  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 2 16 4.94423  3.28697  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 2 27 4.94343  3.30164  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 2 38 4.94343  3.30164  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 2 44 4.92299  3.30164  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 2 60 4.92299  3.30164  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 2 66 4.87770  3.29851  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 2 77 4.79698  3.29656  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 2 88 4.73765  3.29851  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 2 99 4.65791  3.29603  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 3 4 4.63048  3.30583  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 3 15 4.54754  3.30164  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 3 26 4.46590  3.29603  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 3 37 4.39646  3.30164  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 3 48 4.34082  3.31688  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 3 54 4.28572  3.31688  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 3 70 4.23115  3.31688  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 3 76 4.17779  3.31742  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 3 87 4.10587  3.30164  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 3 98 4.01248  3.31127  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 4 9 3.98336  3.31688  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 4 14 3.98336  3.31688  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 4 25 3.98336  3.30164  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 4 42 3.98400  3.31742  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 4 47 3.97894  3.29797  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 4 58 3.98400  3.30217  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 4 69 3.97839  3.29656  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 4 74 3.98400  3.30217  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 4 85 3.97398  3.29290  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 4 96 3.98336  3.31688  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 5 7 3.98400  3.30217  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 5 18 3.98336  3.30164  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 5 29 3.97839  3.28136  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 5 35 3.97711  3.28030  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 5 46 3.98336  3.30164  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 5 57 3.97775  3.28083  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 5 68 3.97398  3.27772  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 5 79 3.97839  3.28136  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 5 84 3.98336  3.28644  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 5 95 3.98465  3.30270  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 6 6 3.98336  3.28644  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 6 17 3.97711  3.28030  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 6 28 3.98336  3.28644  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 6 34 3.98336  3.28644  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 6 45 3.98400  3.30217  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 6 56 3.97839  3.28136  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 6 67 3.98400  3.30217  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 6 78 3.97775  3.29603  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 6 89 3.98400  3.28697  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 6 94 3.98336  3.30164  1  1  1  1  1  1  1  1  0  0  0  0
95 10 3 13 39 7 5 3.98336  3.28644  1  1  1  1  1  1  1  1  0  0  0  0
