100.0000     8.8250
100.0000     26.9250
100.0000     48.8500
40.2130     62.9000
0.0000     68.4250
0.0000     65.5750
1.6218     61.8250
35.3468     58.4000
25.5468     59.8000
26.4005     61.0500
26.4005     61.7250
26.4005     62.2500
26.4005     62.5500
26.4005     62.8750
26.4005     63.4000
26.4005     63.8250
26.4005     64.3500
26.4005     64.6000
26.4005     64.9500
26.4005     65.4000
26.4005     65.5250
26.4005     65.4750
26.4005     65.7500
26.4005     66.1000
26.4005     66.2000
26.4005     66.1250
26.4005     66.1000
26.4005     66.5000
26.4005     66.5750
20.4005     66.7000
20.4005     66.3250
20.4005     65.6500
20.4005     65.3750
20.4005     64.8250
20.4005     64.2750
20.4005     64.1250
20.4005     64.1750
20.4005     63.5750
20.4005     63.7250
20.4005     63.6250
20.4005     63.1750
20.4005     63.1000
20.4005     62.8000
20.4005     62.8250
17.4005     62.9750
17.4005     62.2750
17.4005     61.8000
17.4005     61.3500
17.4005     61.1750
17.4005     60.6750
17.4005     60.4000
17.4005     60.5250
17.4005     60.4500
17.4005     60.1000
17.4005     60.0500
17.4005     59.7750
17.4005     59.7500
17.4005     59.6500
17.4005     59.4250
17.4005     59.4250
17.4005     59.3500
17.4005     59.3000
17.4005     59.2250
17.4005     59.0250
17.4005     58.8500
17.4005     58.9000
17.4005     58.8250
17.4005     58.8500
17.4005     58.8500
17.4005     59.1000
17.4005     59.1500
17.4005     59.0000
17.4005     58.6750
17.4005     59.0500
23.4005     58.9000
23.4005     59.4250
23.4005     60.0000
23.4005     60.7750
23.4005     61.3500
23.4005     61.7000
23.4005     62.3500
23.4005     62.5000
23.4005     63.0750
23.4005     63.5250
23.4005     63.7000
23.4005     63.9750
23.4005     64.0250
23.4005     63.9750
23.4005     64.4000
38.4005     64.6250
38.4005     66.5000
38.4005     67.7750
38.4005     69.2250
38.4005     70.4250
38.4005     71.6000
38.4005     72.1500
38.4005     73.0250
38.4005     73.1750
38.4005     73.7500
38.4005     74.3250
38.4005     74.7500
38.4005     75.1500
38.4005     75.5250
38.4005     75.7250
29.4005     76.1000
29.4005     75.7500
29.4005     75.1250
29.4005     74.6750
29.4005     74.6750
29.4005     74.1500
29.4005     73.9250
29.4005     73.6750
29.4005     73.6000
29.4005     73.5500
29.4005     73.3000
29.4005     73.4250
29.4005     73.2500
29.4005     73.0500
29.4005     72.7000
23.4005     72.8250
23.4005     72.6250
23.4005     71.7750
23.4005     71.3750
23.4005     70.7500
23.4005     70.5000
23.4005     70.4500
23.4005     69.6500
23.4005     69.4750
23.4005     69.4000
23.4005     69.2250
23.4005     68.8500
23.4005     68.6250
23.4005     68.5250
23.4005     68.3250
17.4005     68.6000
17.4005     67.9250
17.4005     67.0750
17.4005     66.6000
17.4005     65.9000
17.4005     65.7500
17.4005     65.2750
17.4005     64.5250
17.4005     64.3000
17.4005     64.0750
17.4005     63.8000
17.4005     63.2750
17.4005     63.0000
17.4005     62.9000
17.4005     62.6750
29.4005     62.4000
29.4005     63.7500
29.4005     65.0000
29.4005     65.7750
29.4005     66.8750
29.4005     67.5750
29.4005     68.4000
29.4005     68.4250
29.4005     69.0500
29.4005     69.7250
29.4005     70.0000
29.4005     70.3000
29.4005     70.7000
29.4005     70.7250
29.4005     71.0000
32.4005     71.1000
32.4005     71.6500
32.4005     71.7750
32.4005     72.2500
32.4005     72.7250
32.4005     73.0250
32.4005     73.1500
32.4005     73.3500
32.4005     73.9250
32.4005     73.8250
32.4005     73.9750
32.4005     74.0500
32.4005     74.3000
32.4005     74.4000
32.4005     74.2250
29.4005     74.4250
29.4005     74.2500
29.4005     74.0000
29.4005     73.9750
29.4005     73.9500
29.4005     73.7500
29.4005     73.7000
29.4005     73.6750
29.4005     73.6500
29.4005     73.8250
29.4005     73.4750
29.4005     73.5750
29.4005     73.4250
29.4005     73.4500
29.4005     73.3750
32.4005     73.4250
32.4005     73.6500
32.4005     73.9000
32.4005     73.9250
32.4005     74.0750
32.4005     74.4750
32.4005     74.6000
32.4005     74.5750
32.4005     74.6000
32.4005     74.6250
32.4005     74.7250
32.4005     75.1500
32.4005     75.1750
32.4005     75.0000
32.4005     74.9500
32.4005     75.0000
32.4005     75.1000
32.4005     75.2000
32.4005     75.2750
32.4005     75.3500
32.4005     75.4000
32.4005     74.9750
32.4005     75.0000
32.4005     75.1750
32.4005     75.2000
32.4005     75.1750
32.4005     75.2500
32.4005     75.0500
32.4005     75.2250
32.4005     75.3750
29.4005     75.2500
29.4005     75.3500
29.4005     74.8750
29.4005     74.7250
29.4005     74.6000
29.4005     74.2750
29.4005     74.3250
29.4005     74.4500
29.4005     74.3000
29.4005     73.9750
29.4005     74.1250
29.4005     73.7500
29.4005     74.1250
29.4005     74.0750
29.4005     74.0250
23.4005     73.8000
23.4005     73.4000
23.4005     72.8500
23.4005     72.5250
23.4005     72.0750
23.4005     71.4250
23.4005     71.3500
23.4005     71.2250
23.4005     70.8750
23.4005     70.5250
23.4005     70.0750
