1,12.35,3,24,84
2,12.35,3,24,84
3,12.35,3,24,84
4,12.35,3,24,84
5,12.35,3,24,84
6,12.35,3,24,84
7,12.35,3,24,84
8,12.35,3,24,84
9,12.35,3,24,84
10,12.35,3,24,84
11,12.35,3,24,84
12,12.35,3,24,84
13,12.35,3,24,84
14,12.35,3,24,84
15,12.35,3,24,84
16,12.35,3,24,84
17,12.35,3,24,84
18,12.35,3,24,84
19,12.35,3,24,84
20,12.35,3,24,84
21,12.35,3,24,84
22,12.35,3,24,84
23,12.35,3,24,84
24,12.35,3,24,84
25,12.35,3,24,84
26,12.35,3,24,84
27,12.35,3,24,84
28,12.35,3,24,84
29,12.35,3,24,84
30,12.35,3,24,84
31,12.35,3,24,84
32,12.325,-29.4,24,84
33,11.825,-99.6,24,84
34,11.55,-83.3,24,84
35,11.65,-53,24,84
36,11.8,-51.8,24,83
37,11.825,-51.8,24,83
38,11.825,-52.2,24,83
39,11.875,-31.3,24,83
40,11.975,-30.2,24,83
41,12,-26.3,24,83
42,12.025,-24.3,24,83
43,12.05,-22.7,24,83
44,12.075,-21.9,24,83
45,12.075,-21.6,24,83
46,12.1,-21.4,24,83
47,12.1,-21.1,24,83
48,12.1,-20.8,24,83
49,12.1,-20.7,24,83
50,12.1,-20.5,24,83
51,12.1,-20.4,24,83
52,12.1,-20.2,24,83
53,12.125,-20.1,24,83
54,12.125,-20.2,24,83
55,12.125,-20.1,24,83
56,12.125,-20,24,83
57,12.125,-19.9,24,83
58,12.125,-19.8,24,83
59,12.125,-19.8,24,83
60,12.125,-19.9,24,83
61,12.125,-19.8,24,83
62,12.125,-19.9,24,83
63,12.125,-19.8,24,83
64,12.125,-19.8,24,83
65,12.125,-19.7,24,83
66,12.125,-19.7,24,83
67,12.125,-19.7,24,83
68,12.125,-19.7,24,83
69,12.125,-19.8,24,83
70,12.125,-19.7,24,83
71,12.125,-19.7,24,83
72,12.125,-19.7,24,83
73,12.125,-19.6,24,83
74,12.125,-19.6,24,83
75,12.125,-19.7,24,83
76,12.125,-19.6,24,83
77,12.125,-19.6,24,83
78,12.125,-19.6,24,83
79,12.125,-19.5,24,83
80,12.125,-19.5,24,83
81,12.125,-19.4,24,83
82,12.125,-19.4,24,83
83,12.125,-19.3,24,83
84,12.125,-19.3,24,83
85,12.125,-19.3,24,83
86,12.125,-19.2,24,83
87,12.125,-19.2,24,83
88,12.125,-19.1,24,83
89,12.125,-19.1,24,83
90,12.125,-19.1,24,83
91,12.125,-19.1,24,83
92,12.125,-19,24,83
93,12.125,-19,24,83
94,12.125,-19,24,83
95,12.125,-19,24,83
96,12.125,-18.9,24,83
97,12.125,-18.9,24,83
98,12.125,-18.9,24,83
99,12.125,-18.9,24,83
100,12.125,-19,24,83
101,12.125,-19,24,83
102,12.125,-19,24,83
103,12.125,-19,24,83
104,12.125,-19,24,83
105,12.125,-19,24,83
106,12.125,-18.9,24,83
107,12.125,-18.9,24,83
108,12.125,-18.9,24,83
109,12.125,-18.9,24,83
110,12.125,-18.9,24,83
111,12.125,-18.9,24,83
112,12.125,-18.9,24,83
113,12.125,-18.9,24,83
114,12.125,-18.8,24,83
115,12.125,-18.9,24,83
116,12.125,-18.9,24,83
117,12.125,-19,24,83
118,12.125,-19,24,83
119,12.125,-18.9,24,83
120,12.125,-18.9,24,83
121,12.125,-18.8,24,83
122,12.125,-18.9,24,83
123,12.125,-18.9,24,83
124,12.125,-18.9,24,83
125,12.125,-18.9,24,83
126,12.125,-18.8,24,83
127,12.125,-18.9,24,83
128,12.125,-18.9,24,83
129,12.125,-18.9,24,83
130,12.125,-18.9,24,83
131,12.125,-18.9,24,83
132,12.125,-18.9,24,83
