  6.4617200e-004  6.8498188e-001  1.5347987e+000
  1.2000499e+001  6.8498188e-001  9.7069621e-001
  2.4000351e+001  6.6788787e-001  9.6337020e-001
  3.6000202e+001  6.5079385e-001  9.6337020e-001
  4.7999840e+001  6.2637383e-001  1.7460336e-001
  5.9999695e+001  6.0195380e-001  1.7704536e-001
  7.1999542e+001  5.7020778e-001  3.1465204e+000
  8.3999611e+001  6.2637383e-001  3.1416364e+000
  9.5999466e+001  7.3870593e-001  3.1269844e+000
  1.0799889e+002  8.5592204e-001  3.1318684e+000
  1.1999874e+002  9.6337020e-001  3.1318684e+000
  1.3199881e+002  1.0732603e+000  3.1343105e+000
  1.4399866e+002  1.1758244e+000  3.1489625e+000
  1.5599873e+002  1.2686205e+000  3.1391945e+000
  1.6799858e+002  1.3540906e+000  3.1294265e+000
  1.7999800e+002  1.4395607e+000  3.1245425e+000
  1.9199785e+002  1.5054947e+000  4.1697197e+000
  2.0399771e+002  1.6398048e+000  4.1819296e+000
  2.1599756e+002  1.8083030e+000  4.1843715e+000
  2.2799763e+002  1.9694753e+000  4.2161174e+000
  2.3999727e+002  2.1111114e+000  4.1843715e+000
  2.5199712e+002  2.2478635e+000  2.2551894e+000
  2.6399698e+002  2.2405374e+000  1.7936510e+000
  2.7599704e+002  2.1501834e+000  1.7863250e+000
  2.8799667e+002  2.0573874e+000  1.7765570e+000
  2.9999652e+002  1.9743593e+000  1.7814410e+000
  3.1199658e+002  1.9010992e+000  1.7838830e+000
  3.2399646e+002  1.8473750e+000  2.2796094e+000
  3.3599652e+002  1.8107450e+000  2.2747254e+000
  3.4799615e+002  1.7789990e+000  2.2771676e+000
  3.5999622e+002  1.7521369e+000  2.2942615e+000
  3.7199585e+002  1.7203909e+000  2.2869356e+000
  3.8399594e+002  1.7594630e+000  3.8351653e+000
  3.9599579e+002  1.8620270e+000  3.8009772e+000
  4.0799521e+002  1.9694753e+000  3.7936511e+000
  4.1999506e+002  2.0695972e+000  3.8107452e+000
  4.3199490e+002  2.1599514e+000  3.8034191e+000
  4.4399475e+002  2.2380955e+000  3.8205132e+000
  4.5599481e+002  2.3162396e+000  3.8058612e+000
  4.6799469e+002  2.3846157e+000  3.8058612e+000
  4.7999454e+002  2.4481077e+000  3.8083031e+000
  4.9199460e+002  2.5091579e+000  3.8205132e+000
  5.0399402e+002  2.4993896e+000  2.3406596e+000
  5.1599432e+002  2.4212456e+000  2.3260076e+000
  5.2799371e+002  2.3431015e+000  2.3260076e+000
  5.3999359e+002  2.2698414e+000  2.3235655e+000
  5.5199341e+002  2.2039075e+000  2.3284495e+000
  5.6399329e+002  2.1648355e+000  3.0170944e+000
  5.7599359e+002  2.1599514e+000  2.9951162e+000
  5.8799298e+002  2.1575093e+000  3.0000002e+000
  5.9999286e+002  2.1575093e+000  3.0024424e+000
  6.1199292e+002  2.1575093e+000  3.0195363e+000
  6.2399274e+002  2.1208794e+000  2.4786344e-001
  6.3599237e+002  1.9890113e+000  2.5030544e-001
  6.4799225e+002  1.8571430e+000  2.5030544e-001
  6.5999231e+002  1.7399269e+000  2.5030544e-001
  6.7199237e+002  1.6275948e+000  2.5030544e-001
  6.8399182e+002  1.5396827e+000  1.6446888e+000
  6.9599188e+002  1.4810747e+000  1.6446888e+000
  7.0799127e+002  1.4322346e+000  1.6471308e+000
  7.1999139e+002  1.3931626e+000  1.6471308e+000
  7.3199146e+002  1.3565326e+000  1.6544569e+000
  7.4399127e+002  1.3101345e+000  2.1855940e-001
  7.5599091e+002  1.2368745e+000  2.1855940e-001
  7.6799078e+002  1.1684984e+000  2.2100140e-001
  7.7999084e+002  1.0976803e+000  2.1855940e-001
  7.9199072e+002  1.0366303e+000  2.1855940e-001
  8.0399036e+002  9.8534822e-001  2.1892555e+000
  8.1599017e+002  9.9267423e-001  2.1697195e+000
  8.2799023e+002  1.0122102e+000  2.1794875e+000
  8.3999011e+002  1.0366303e+000  2.1819294e+000
  8.5199017e+002  1.0488403e+000  2.1916974e+000
  8.6398962e+002  1.0879123e+000  3.0366304e+000
  8.7598944e+002  1.1611724e+000  3.0097682e+000
  8.8798950e+002  1.2393165e+000  3.0512824e+000
  8.9998956e+002  1.3174605e+000  3.0219784e+000
  9.1198901e+002  1.3882786e+000  3.0268624e+000
  9.2398907e+002  1.4517707e+000  2.5848598e+000
  9.3598914e+002  1.4810747e+000  2.5604398e+000
  9.4798901e+002  1.5030527e+000  2.5970700e+000
  9.5998840e+002  1.5201467e+000  2.5946279e+000
  9.7198828e+002  1.5396827e+000  2.5604398e+000
  9.8398834e+002  1.5714288e+000  4.0744815e+000
  9.9598798e+002  1.7008549e+000  4.1135535e+000
  1.0079879e+003  1.8522590e+000  4.1135535e+000
  1.0199879e+003  2.0012212e+000  4.1159954e+000
  1.0319878e+003  2.1330893e+000  4.1208796e+000
  1.0439875e+003  2.2429795e+000  3.6715510e+000
  1.0559872e+003  2.3137975e+000  3.6862030e+000
  1.0679871e+003  2.3675215e+000  3.7203910e+000
  1.0799872e+003  2.4212456e+000  3.6642249e+000
  1.0919871e+003  2.4627597e+000  3.6691089e+000
  1.1039871e+003  2.4847376e+000  2.2454214e+000
  1.1159865e+003  2.4188037e+000  2.2478635e+000
  1.1279863e+003  2.3308916e+000  2.2625155e+000
  1.1399865e+003  2.2576315e+000  2.2356534e+000
  1.1519858e+003  2.1794875e+000  2.2429795e+000
  1.1639863e+003  2.1062274e+000  4.5299164e-001
  1.1759857e+003  1.9865693e+000  4.5543364e-001
  1.1879858e+003  1.8571430e+000  4.5299164e-001
  1.1999857e+003  1.7374849e+000  4.5054963e-001
  1.2119855e+003  1.6300368e+000  4.5299164e-001
  1.2239856e+003  1.5396827e+000  2.8876681e+000
  1.2359850e+003  1.5470088e+000  2.8901103e+000
  1.2479851e+003  1.5811968e+000  2.8876681e+000
  1.2599850e+003  1.6202688e+000  2.8754582e+000
